family_id	chr	array_size	genes	spacers
259	10	2	"Os10t0136400-00,Os10t0136500-01"	1
260	9	2	"Os09t0491822-00,Os09t0491820-01"	1
261	2	2	"Os02t0255300-00,Os02t0255500-01"	1
262	6	2	"Os06t0574550-01,Os06t0575400-01"	5
265	3	2	"Os03t0829100-01,Os03t0829200-01"	1
270	9	2	"Os09t0132200-01,Os09t0132900-02"	3
273	9	2	"Os09t0461500-01,Os09t0462100-01"	3
284	4	2	"Os04t0354400-00,Os04t0354600-01"	1
285	6	2	"Os06t0286700-00,Os06t0287000-00"	1
289	6	2	"Os06t0311800-00,Os06t0313320-00"	3
299	11	2	"Os11t0285000-01,Os11t0286800-01"	3
300	6	2	"Os06t0144200-01,Os06t0144900-01"	3
301	4	2	"Os04t0688100-02,Os04t0688200-01"	1
302	11	2	"Os11t0125900-00,Os11t0126400-00"	2
305	11	2	"Os11t0705900-01,Os11t0706200-00"	2
308	5	2	"Os05t0328632-00,Os05t0328901-00"	1
311	2	2	"Os02t0493050-00,Os02t0493300-01"	2
316	9	2	"Os09t0472100-01,Os09t0472200-00"	1
321	9	2	"Os09t0341500-01,Os09t0342000-01"	2
325	1	2	"Os01t0926400-01,Os01t0926600-01"	1
326	8	2	"Os08t0409900-01,Os08t0410500-01"	2
327	3	2	"Os03t0702000-01,Os03t0702500-01"	4
328	5	2	"Os05t0469600-01,Os05t0469800-00"	1
330	12	2	"Os12t0568900-01,Os12t0569300-01"	1
331	10	2	"Os10t0111400-00,Os10t0111900-00"	3
337	3	2	"Os03t0664800-01,Os03t0665000-00"	1
338	11	2	"Os11t0133100-00,Os11t0133500-00"	2
338	12	2	"Os12t0130300-00,Os12t0130800-00"	1
340	2	2	"Os02t0242550-00,Os02t0242900-00"	1
345	10	2	"Os10t0149400-00,Os10t0149800-00"	1
354	7	2	"Os07t0643400-01,Os07t0643700-01"	1
355	1	2	"Os01t0942900-01,Os01t0943800-01"	4
356	1	2	"Os01t0778800-01,Os01t0779100-00"	1
361	1	2	"Os01t0781200-01,Os01t0781700-00"	1
362	7	2	"Os07t0214600-01,Os07t0215500-01"	3
363	7	2	"Os07t0218766-00,Os07t0220333-00"	5
364	7	2	"Os07t0601100-01,Os07t0602000-01"	2
367	6	2	"Os06t0169001-01,Os06t0169900-00"	2
370	8	2	"Os08t0202300-04,Os08t0203300-01"	5
371	1	2	"Os01t0847700-01,Os01t0847800-02"	1
371	5	2	"Os05t0456200-00,Os05t0456300-01"	1
373	11	2	"Os11t0666200-00,Os11t0667000-00"	1
390	8	2	"Os08t0533300-01,Os08t0533600-01"	1
393	4	2	"Os04t0635100-00,Os04t0635500-01"	1
394	3	2	"Os03t0305800-02,Os03t0306100-00"	1
395	9	2	"Os09t0565700-01,Os09t0566050-00"	2
396	9	2	"Os09t0561600-01,Os09t0562600-01"	2
397	1	2	"Os01t0126200-01,Os01t0126900-01"	2
397	1	2	"Os01t0127000-01,Os01t0127200-01"	1
399	11	2	"Os11t0161133-00,Os11t0161800-00"	3
401	7	2	"Os07t0255900-00,Os07t0256700-01"	2
406	4	2	"Os04t0570000-00,Os04t0570600-01"	3
407	1	2	"Os01t0113500-01,Os01t0113800-01"	4
409	12	2	"Os12t0154000-01,Os12t0154600-01"	2
411	3	2	"Os03t0153100-00,Os03t0153500-00"	1
414	1	2	"Os01t0949800-01,Os01t0950000-01"	1
426	3	2	"Os03t0661600-01,Os03t0663400-02"	4
428	3	2	"Os03t0195800-01,Os03t0196000-00"	2
433	9	2	"Os09t0564000-01,Os09t0564400-00"	1
433	9	2	"Os09t0564700-00,Os09t0565000-00"	1
439	11	2	"Os11t0212300-00,Os11t0212900-01"	1
449	1	2	"Os01t0546100-01,Os01t0546400-01"	1
455	12	2	"Os12t0555300-00,Os12t0555500-01"	1
458	4	2	"Os04t0531750-00,Os04t0531900-01"	1
458	4	2	"Os04t0532100-01,Os04t0532400-01"	1
462	8	2	"Os08t0552200-01,Os08t0552633-00"	4
462	8	2	"Os08t0553150-00,Os08t0553250-00"	1
463	7	2	"Os07t0194800-02,Os07t0195200-01"	3
464	11	2	"Os11t0282800-00,Os11t0283500-01"	1
465	2	2	"Os02t0185400-01,Os02t0186100-01"	4
466	3	2	"Os03t0382100-01,Os03t0383600-01"	2
475	3	2	"Os03t0727000-02,Os03t0727200-00"	1
478	1	2	"Os01t0175600-01,Os01t0175700-01"	1
481	10	2	"Os10t0444566-00,Os10t0444850-00"	3
484	3	2	"Os03t0177400-01,Os03t0177500-01"	1
484	3	2	"Os03t0177900-01,Os03t0178000-01"	2
486	4	2	"Os04t0597600-01,Os04t0597800-01"	1
488	5	2	"Os05t0410500-01,Os05t0410900-02"	3
491	10	2	"Os10t0498000-01,Os10t0498200-01"	1
492	9	2	"Os09t0332300-00,Os09t0333000-00"	3
496	11	2	"Os11t0131900-01,Os11t0132600-01"	5
503	1	2	"Os01t0273850-00,Os01t0274201-00"	2
510	3	2	"Os03t0234500-01,Os03t0234900-01"	1
517	2	2	"Os02t0218700-01,Os02t0218800-01"	1
518	10	2	"Os10t0458900-00,Os10t0459600-01"	2
521	3	2	"Os03t0857500-01,Os03t0857600-01"	1
523	1	2	"Os01t0533000-00,Os01t0533500-01"	3
528	5	2	"Os05t0120000-00,Os05t0120200-01"	3
529	10	2	"Os10t0109700-00,Os10t0109900-00"	1
540	8	2	"Os08t0111800-00,Os08t0112300-01"	1
550	2	2	"Os02t0309500-00,Os02t0310500-00"	2
554	11	2	"Os11t0207700-00,Os11t0207900-00"	1
556	6	2	"Os06t0722201-00,Os06t0722600-00"	3
558	9	2	"Os09t0347500-01,Os09t0347700-01"	1
562	3	2	"Os03t0133650-00,Os03t0133825-00"	1
565	2	2	"Os02t0144200-00,Os02t0144800-00"	1
565	2	2	"Os02t0146900-01,Os02t0147600-01"	4
580	1	2	"Os01t0591000-02,Os01t0591300-01"	1
592	12	2	"Os12t0564800-01,Os12t0565100-01"	3
594	2	2	"Os02t0594900-01,Os02t0595100-02"	1
596	2	2	"Os02t0785000-01,Os02t0785700-00"	2
596	9	2	"Os09t0432900-02,Os09t0433000-01"	1
600	11	2	"Os11t0454200-01,Os11t0454300-01"	1
603	11	2	"Os11t0642400-01,Os11t0643100-01"	2
604	7	2	"Os07t0650375-00,Os07t0650600-04"	1
605	10	2	"Os10t0108700-01,Os10t0108800-00"	2
605	10	2	"Os10t0122300-00,Os10t0122500-00"	1
606	4	2	"Os04t0458300-01,Os04t0458600-01"	2
620	11	2	"Os11t0675200-00,Os11t0677000-00"	3
625	3	2	"Os03t0361100-00,Os03t0361600-00"	1
625	3	2	"Os03t0361700-00,Os03t0362500-00"	2
632	6	2	"Os06t0567200-01,Os06t0567900-01"	2
636	7	2	"Os07t0537600-01,Os07t0537900-01"	1
638	1	2	"Os01t0124000-01,Os01t0124600-00"	4
639	8	2	"Os08t0170200-00,Os08t0170700-00"	2
647	2	2	"Os02t0288400-00,Os02t0288700-00"	1
657	6	2	"Os06t0164900-00,Os06t0165500-00"	2
664	1	2	"Os01t0803900-01,Os01t0804400-01"	1
672	2	2	"Os02t0604600-00,Os02t0604800-00"	1
675	1	2	"Os01t0364400-00,Os01t0365000-00"	3
676	3	2	"Os03t0140100-01,Os03t0140400-01"	3
677	10	2	"Os10t0490100-01,Os10t0490666-00"	2
680	2	2	"Os02t0302200-01,Os02t0302700-01"	2
685	1	2	"Os01t0150400-00,Os01t0150800-01"	2
689	9	2	"Os09t0472900-01,Os09t0473200-00"	1
692	1	2	"Os01t0117450-00,Os01t0117650-00"	2
693	6	2	"Os06t0545400-01,Os06t0545800-01"	1
700	3	2	"Os03t0797000-01,Os03t0797400-01"	1
708	10	2	"Os10t0423400-00,Os10t0423800-00"	2
709	2	2	"Os02t0220000-00,Os02t0220100-00"	1
712	5	2	"Os05t0183900-00,Os05t0184901-01"	4
723	8	2	"Os08t0554900-01,Os08t0555200-01"	2
729	5	2	"Os05t0104600-01,Os05t0104700-01"	1
732	12	2	"Os12t0135500-00,Os12t0135800-01"	1
734	4	2	"Os04t0456200-00,Os04t0456700-01"	1
738	4	2	"Os04t0106400-01,Os04t0107200-01"	2
738	4	2	"Os04t0107300-01,Os04t0107500-02"	1
740	3	2	"Os03t0680400-00,Os03t0680566-00"	1
742	5	2	"Os05t0430900-01,Os05t0431700-01"	2
744	10	2	"Os10t0469000-01,Os10t0469300-00"	4
748	6	2	"Os06t0254300-01,Os06t0254600-01"	2
750	2	2	"Os02t0800100-01,Os02t0801200-01"	2
752	11	2	"Os11t0503900-01,Os11t0505300-01"	2
754	11	2	"Os11t0435300-00,Os11t0435800-00"	3
756	4	2	"Os04t0272200-01,Os04t0272700-04"	5
760	6	2	"Os06t0190500-01,Os06t0190700-00"	2
770	8	2	"Os08t0468100-01,Os08t0468700-00"	5
782	7	2	"Os07t0604500-01,Os07t0604550-00"	1
789	9	2	"Os09t0517900-01,Os09t0518000-00"	1
791	6	2	"Os06t0296100-00,Os06t0296700-01"	1
794	1	2	"Os01t0649400-00,Os01t0649900-01"	2
804	2	2	"Os02t0646500-01,Os02t0647900-01"	2
811	10	2	"Os10t0474100-00,Os10t0475100-00"	5
818	6	2	"Os06t0545601-00,Os06t0545825-00"	1
819	7	2	"Os07t0156467-00,Os07t0157000-00"	2
831	2	2	"Os02t0712600-01,Os02t0712700-01"	1
833	3	2	"Os03t0317900-00,Os03t0318400-01"	2
841	1	2	"Os01t0902700-01,Os01t0902800-00"	1
844	10	2	"Os10t0501000-01,Os10t0501200-00"	1
850	2	2	"Os02t0620500-00,Os02t0620600-01"	2
851	2	2	"Os02t0598500-00,Os02t0599150-01"	2
864	3	2	"Os03t0324200-01,Os03t0324300-05"	4
866	8	2	"Os08t0534300-00,Os08t0534950-00"	3
871	3	2	"Os03t0788600-02,Os03t0788700-01"	1
879	8	2	"Os08t0554100-01,Os08t0554300-00"	1
887	10	2	"Os10t0145000-01,Os10t0145100-02"	1
892	10	2	"Os10t0469900-01,Os10t0470700-01"	2
900	10	2	"Os10t0439862-00,Os10t0439986-00"	1
907	10	2	"Os10t0525400-01,Os10t0525800-00"	2
912	6	2	"Os06t0708832-00,Os06t0709000-01"	1
914	2	2	"Os02t0761900-02,Os02t0762100-02"	2
917	2	2	"Os02t0763200-01,Os02t0763800-01"	1
931	2	2	"Os02t0598600-01,Os02t0598900-01"	2
937	11	2	"Os11t0512100-01,Os11t0512600-00"	1
941	10	2	"Os10t0110425-00,Os10t0111325-00"	5
944	3	2	"Os03t0642900-00,Os03t0643250-00"	3
950	6	2	"Os06t0641932-00,Os06t0642250-00"	1
955	5	2	"Os05t0525600-00,Os05t0525800-00"	1
957	1	2	"Os01t0968300-01,Os01t0968400-00"	1
960	8	2	"Os08t0331000-01,Os08t0331800-01"	1
968	6	2	"Os06t0689600-01,Os06t0690200-01"	2
969	4	2	"Os04t0633900-00,Os04t0634000-01"	1
980	3	2	"Os03t0392600-01,Os03t0393700-01"	5
981	4	2	"Os04t0160600-00,Os04t0161400-00"	2
984	1	2	"Os01t0141100-02,Os01t0141300-00"	1
990	11	2	"Os11t0649900-00,Os11t0650700-00"	2
995	11	2	"Os11t0593100-01,Os11t0593600-01"	1
996	1	2	"Os01t0332500-01,Os01t0332800-01"	2
1009	5	2	"Os05t0415800-01,Os05t0416400-00"	1
1010	1	2	"Os01t0831250-00,Os01t0831950-00"	4
1012	5	2	"Os05t0558101-00,Os05t0558501-00"	1
1024	5	2	"Os05t0403000-01,Os05t0403300-01"	2
1027	2	2	"Os02t0209000-01,Os02t0209100-01"	1
1031	3	2	"Os03t0817800-01,Os03t0817900-01"	1
1034	9	2	"Os09t0116000-00,Os09t0116800-00"	5
1035	8	2	"Os08t0534350-00,Os08t0535000-00"	3
1040	10	2	"Os10t0143200-00,Os10t0144000-00"	3
1041	6	2	"Os06t0215533-00,Os06t0215750-00"	1
1042	10	2	"Os10t0113050-00,Os10t0113201-00"	1
1050	5	2	"Os05t0499600-01,Os05t0499800-02"	1
1059	7	2	"Os07t0599300-01,Os07t0599700-01"	2
1065	2	2	"Os02t0227700-01,Os02t0228300-01"	3
1071	10	2	"Os10t0153900-01,Os10t0154500-00"	3
1092	2	2	"Os02t0190000-00,Os02t0190300-01"	2
1097	10	2	"Os10t0481500-00,Os10t0482450-00"	2
1103	10	2	"Os10t0162840-00,Os10t0162844-00"	1
1106	2	2	"Os02t0615500-01,Os02t0615800-01"	1
1109	1	2	"Os01t0232000-00,Os01t0232100-01"	1
1112	8	2	"Os08t0197000-01,Os08t0197050-00"	1
1117	8	2	"Os08t0133000-01,Os08t0133700-00"	2
1118	11	2	"Os11t0606400-02,Os11t0606800-00"	2
1121	10	2	"Os10t0538200-01,Os10t0539200-00"	3
1122	8	2	"Os08t0105400-00,Os08t0105800-01"	3
1128	2	2	"Os02t0796900-00,Os02t0797200-01"	1
1133	12	2	"Os12t0119350-00,Os12t0119700-01"	1
1137	4	2	"Os04t0632000-02,Os04t0632400-02"	4
1150	9	2	"Os09t0451000-01,Os09t0451400-01"	2
1152	11	2	"Os11t0673900-00,Os11t0674400-00"	2
1153	1	2	"Os01t0233100-00,Os01t0233500-01"	1
1171	11	2	"Os11t0312220-00,Os11t0312400-01"	1
1190	8	2	"Os08t0167800-01,Os08t0168400-00"	1
1191	6	2	"Os06t0722300-01,Os06t0722650-01"	3
1193	3	2	"Os03t0328900-01,Os03t0329200-01"	1
1199	4	2	"Os04t0493400-01,Os04t0494100-02"	1
1201	4	2	"Os04t0581000-01,Os04t0581100-01"	1
1209	10	2	"Os10t0361300-00,Os10t0361900-00"	2
1211	9	2	"Os09t0124100-00,Os09t0124800-01"	4
1215	4	2	"Os04t0171600-01,Os04t0171800-01"	1
1223	6	2	"Os06t0282400-00,Os06t0283100-00"	1
1228	11	2	"Os11t0683700-01,Os11t0683800-02"	1
1231	1	2	"Os01t0248300-00,Os01t0248500-01"	2
1235	3	2	"Os03t0766100-01,Os03t0766350-01"	1
1237	11	2	"Os11t0691400-00,Os11t0691600-01"	1
1238	2	2	"Os02t0662700-01,Os02t0663100-01"	2
1240	7	2	"Os07t0637700-00,Os07t0638500-01"	4
1252	6	2	"Os06t0587000-00,Os06t0587900-00"	4
1257	9	2	"Os09t0356000-00,Os09t0356800-01"	3
1264	3	2	"Os03t0804500-01,Os03t0804700-00"	1
1265	11	2	"Os11t0103800-01,Os11t0104220-00"	3
1275	10	2	"Os10t0111700-01,Os10t0112500-00"	4
1282	3	2	"Os03t0790700-01,Os03t0790900-01"	1
1287	4	2	"Os04t0183500-01,Os04t0184100-01"	1
1288	10	2	"Os10t0416100-01,Os10t0416500-04"	3
1291	4	2	"Os04t0439100-02,Os04t0439200-00"	1
1294	1	2	"Os01t0900400-01,Os01t0900700-00"	1
1303	12	2	"Os12t0549800-00,Os12t0551200-03"	4
1306	5	2	"Os05t0310800-01,Os05t0311000-01"	1
1327	6	2	"Os06t0191300-01,Os06t0191500-01"	1
1329	9	2	"Os09t0482200-01,Os09t0482500-01"	3
1331	11	2	"Os11t0183900-01,Os11t0184800-01"	5
1333	1	2	"Os01t0901500-01,Os01t0901600-01"	1
1340	9	2	"Os09t0545400-01,Os09t0545650-00"	2
1342	9	2	"Os09t0467300-02,Os09t0467400-03"	1
1344	11	2	"Os11t0602500-00,Os11t0602600-01"	1
1345	4	2	"Os04t0453450-00,Os04t0454250-00"	5
1346	11	2	"Os11t0145700-00,Os11t0146500-01"	5
1349	5	2	"Os05t0433400-00,Os05t0434600-00"	4
1358	8	2	"Os08t0460800-01,Os08t0461100-01"	2
1361	2	2	"Os02t0503700-00,Os02t0503900-01"	2
1371	2	2	"Os02t0220500-01,Os02t0220600-02"	1
1373	12	2	"Os12t0263600-01,Os12t0263800-02"	3
1375	6	2	"Os06t0548150-00,Os06t0548350-00"	1
1377	10	2	"Os10t0130600-00,Os10t0131100-00"	4
1383	8	2	"Os08t0247700-00,Os08t0248100-01"	1
1387	2	2	"Os02t0644400-00,Os02t0645100-01"	4
1389	4	2	"Os04t0671200-01,Os04t0671300-01"	1
1390	4	2	"Os04t0557200-01,Os04t0557800-00"	1
1391	6	2	"Os06t0640599-00,Os06t0640933-00"	1
1395	2	2	"Os02t0779400-00,Os02t0780000-00"	4
1399	3	2	"Os03t0363500-02,Os03t0363600-01"	2
1411	6	2	"Os06t0338200-01,Os06t0338700-00"	1
1423	10	2	"Os10t0430700-01,Os10t0430800-01"	1
1424	1	2	"Os01t0244400-01,Os01t0245532-00"	1
1433	8	2	"Os08t0205100-01,Os08t0205150-01"	1
1437	7	2	"Os07t0173501-00,Os07t0173700-00"	1
1443	7	2	"Os07t0237200-00,Os07t0238500-01"	2
1447	7	2	"Os07t0523600-01,Os07t0523965-01"	2
1448	10	2	"Os10t0521400-01,Os10t0521500-01"	1
1450	12	2	"Os12t0291066-00,Os12t0291301-00"	3
1458	3	2	"Os03t0711425-00,Os03t0711525-00"	1
1461	11	2	"Os11t0663100-00,Os11t0664500-01"	5
1463	11	2	"Os11t0237600-01,Os11t0237900-00"	1
1465	3	2	"Os03t0699800-01,Os03t0700100-01"	1
1470	12	2	"Os12t0552900-01,Os12t0553200-01"	1
1476	5	2	"Os05t0574000-00,Os05t0574100-01"	1
1481	1	2	"Os01t0579900-01,Os01t0580000-01"	1
1484	4	2	"Os04t0632750-00,Os04t0633225-00"	2
1495	2	2	"Os02t0445100-01,Os02t0445600-01"	2
1504	1	2	"Os01t0299700-01,Os01t0300000-01"	1
1511	6	2	"Os06t0507100-01,Os06t0507200-01"	1
1513	1	2	"Os01t0327900-00,Os01t0328300-03"	2
1521	3	2	"Os03t0104400-02,Os03t0105300-02"	5
1529	4	2	"Os04t0120100-00,Os04t0121200-00"	3
1537	11	2	"Os11t0697350-00,Os11t0698567-01"	1
1539	1	2	"Os01t0144800-01,Os01t0145200-01"	2
1540	1	2	"Os01t0145000-00,Os01t0146200-01"	3
1546	3	2	"Os03t0760200-01,Os03t0760500-01"	1
1550	11	2	"Os11t0676050-00,Os11t0676500-00"	2
1563	7	2	"Os07t0487198-00,Os07t0488215-00"	1
1564	3	2	"Os03t0362200-01,Os03t0363100-00"	1
1566	10	2	"Os10t0317950-00,Os10t0320201-00"	5
1582	11	2	"Os11t0513000-01,Os11t0513700-01"	1
1589	7	2	"Os07t0117300-00,Os07t0117900-00"	4
1593	1	2	"Os01t0636600-01,Os01t0637600-01"	4
1597	3	2	"Os03t0625800-01,Os03t0626100-01"	4
1598	4	2	"Os04t0162800-00,Os04t0163800-01"	3
1602	3	2	"Os03t0600800-00,Os03t0601100-01"	1
1610	4	2	"Os04t0226800-00,Os04t0227200-00"	2
1612	7	2	"Os07t0534700-01,Os07t0535800-01"	4
1632	2	2	"Os02t0598400-02,Os02t0599100-00"	5
1634	4	2	"Os04t0302300-01,Os04t0303250-01"	3
1642	1	2	"Os01t0273800-01,Os01t0274100-00"	2
1643	2	2	"Os02t0156800-01,Os02t0157400-01"	5
1649	2	2	"Os02t0281200-01,Os02t0282000-01"	1
1655	2	2	"Os02t0825301-00,Os02t0825500-01"	1
1659	2	2	"Os02t0163300-01,Os02t0163600-01"	3
1683	4	2	"Os04t0178400-01,Os04t0180400-01"	4
1686	1	2	"Os01t0678000-00,Os01t0678100-01"	1
1694	7	2	"Os07t0550900-01,Os07t0551300-01"	1
1699	9	2	"Os09t0482300-01,Os09t0482550-01"	3
1743	7	2	"Os07t0285200-01,Os07t0285700-01"	1
1745	2	2	"Os02t0298200-01,Os02t0299000-00"	1
1765	8	2	"Os08t0124566-00,Os08t0124850-00"	4
1774	1	2	"Os01t0777400-01,Os01t0777600-01"	2
1775	11	2	"Os11t0538400-01,Os11t0539000-01"	1
1776	1	2	"Os01t0878800-01,Os01t0878900-01"	1
1785	11	2	"Os11t0264700-01,Os11t0265200-00"	5
1791	1	2	"Os01t0361500-01,Os01t0362100-01"	4
1809	3	2	"Os03t0652400-00,Os03t0653100-00"	1
1817	12	2	"Os12t0211400-00,Os12t0212100-00"	3
1841	1	2	"Os01t0216150-00,Os01t0216350-00"	1
1860	2	2	"Os02t0147100-00,Os02t0147700-01"	4
1865	3	2	"Os03t0208700-00,Os03t0208800-00"	1
1901	8	2	"Os08t0106000-00,Os08t0106300-00"	1
1919	12	2	"Os12t0511400-02,Os12t0511600-00"	2
1927	7	2	"Os07t0210100-01,Os07t0211000-00"	1
1937	5	2	"Os05t0464300-01,Os05t0465000-01"	3
1938	6	2	"Os06t0619600-00,Os06t0620200-01"	2
1953	1	2	"Os01t0778900-01,Os01t0779201-00"	1
1973	6	2	"Os06t0346300-00,Os06t0347100-01"	4
1977	4	2	"Os04t0358150-00,Os04t0360400-00"	3
2021	8	2	"Os08t0226400-00,Os08t0226800-00"	1
2023	4	2	"Os04t0681400-01,Os04t0681600-01"	2
2026	11	2	"Os11t0121500-01,Os11t0122150-00"	2
2040	4	2	"Os04t0474500-01,Os04t0474700-01"	3
2044	6	2	"Os06t0124900-01,Os06t0125132-00"	1
2047	8	2	"Os08t0125112-00,Os08t0125250-00"	1
2052	7	2	"Os07t0537200-01,Os07t0537300-00"	1
2061	1	2	"Os01t0615200-01,Os01t0615300-02"	1
2070	1	2	"Os01t0701100-00,Os01t0701350-00"	1
2102	7	2	"Os07t0268800-01,Os07t0270800-00"	4
2110	6	2	"Os06t0695001-00,Os06t0695350-00"	1
2116	10	2	"Os10t0569800-00,Os10t0570200-01"	1
2154	2	2	"Os02t0800600-01,Os02t0800800-01"	5
2193	2	2	"Os02t0267975-00,Os02t0268500-00"	4
2218	10	2	"Os10t0579600-01,Os10t0579800-02"	1
2233	8	2	"Os08t0269500-01,Os08t0269700-01"	1
2237	1	2	"Os01t0810500-00,Os01t0810800-01"	2
2244	11	2	"Os11t0653300-01,Os11t0654800-01"	4
2247	10	2	"Os10t0538450-00,Os10t0538950-00"	1
2250	8	2	"Os08t0372700-00,Os08t0373000-00"	2
2280	6	2	"Os06t0652300-00,Os06t0652400-02"	1
2281	2	2	"Os02t0659700-00,Os02t0660800-00"	1
2283	11	2	"Os11t0597400-00,Os11t0598300-00"	5
2287	9	2	"Os09t0560700-01,Os09t0560800-01"	1
2291	11	2	"Os11t0492900-00,Os11t0493100-00"	1
2301	1	2	"Os01t0347500-00,Os01t0348000-00"	1
2305	6	2	"Os06t0719900-00,Os06t0720301-00"	4
2316	4	2	"Os04t0116200-01,Os04t0116900-00"	3
2345	12	2	"Os12t0623950-00,Os12t0624050-00"	4
2356	11	2	"Os11t0540600-01,Os11t0541600-00"	3
2360	2	2	"Os02t0113300-00,Os02t0113800-01"	1
2365	8	2	"Os08t0391000-00,Os08t0391800-00"	2
2379	5	2	"Os05t0272200-00,Os05t0272800-01"	2
2389	6	2	"Os06t0705651-00,Os06t0705901-00"	1
2400	1	2	"Os01t0261600-00,Os01t0262000-00"	1
2420	12	2	"Os12t0599900-01,Os12t0600100-01"	1
2436	7	2	"Os07t0487300-00,Os07t0488400-00"	1
2444	4	2	"Os04t0350000-02,Os04t0351333-00"	5
2448	11	2	"Os11t0492500-00,Os11t0494100-00"	4
2450	6	2	"Os06t0309550-00,Os06t0310350-00"	1
2468	10	2	"Os10t0327050-00,Os10t0327201-00"	1
2492	1	2	"Os01t0115566-00,Os01t0115800-01"	4
2496	6	2	"Os06t0120200-01,Os06t0121200-00"	3
2497	11	2	"Os11t0441500-01,Os11t0444000-01"	5
2498	8	2	"Os08t0123833-00,Os08t0124050-00"	3
2501	3	2	"Os03t0621650-00,Os03t0621900-00"	1
2502	11	2	"Os11t0588600-01,Os11t0589800-00"	2
2505	4	2	"Os04t0667200-01,Os04t0667400-01"	1
2510	3	2	"Os03t0594250-00,Os03t0595050-00"	5
2518	11	2	"Os11t0532000-01,Os11t0532900-01"	3
2542	11	2	"Os11t0434400-00,Os11t0434850-00"	1
2552	6	2	"Os06t0707700-01,Os06t0707800-03"	2
2558	10	2	"Os10t0331600-00,Os10t0332000-01"	1
2561	4	2	"Os04t0365100-01,Os04t0366000-00"	1
2570	1	2	"Os01t0897200-01,Os01t0897300-01"	2
2614	3	2	"Os03t0424500-01,Os03t0424800-00"	1
2615	2	2	"Os02t0623600-01,Os02t0624100-00"	2
2618	1	2	"Os01t0650900-00,Os01t0651000-01"	1
2630	12	2	"Os12t0181533-00,Os12t0181701-00"	1
2646	6	2	"Os06t0121300-01,Os06t0121650-01"	3
2657	6	2	"Os06t0536100-00,Os06t0536600-00"	2
2669	6	2	"Os06t0159400-01,Os06t0159600-01"	1
2680	7	2	"Os07t0240600-01,Os07t0241500-01"	1
2684	4	2	"Os04t0402500-00,Os04t0403200-01"	1
2697	1	2	"Os01t0201800-00,Os01t0201900-01"	1
2709	6	2	"Os06t0672700-01,Os06t0673300-01"	1
2718	12	2	"Os12t0557900-00,Os12t0558366-00"	1
2727	1	2	"Os01t0962700-01,Os01t0963000-04"	2
2734	12	2	"Os12t0615000-00,Os12t0615300-01"	4
2740	2	2	"Os02t0212300-00,Os02t0212500-01"	1
2745	3	2	"Os03t0355100-01,Os03t0355300-01"	1
2756	5	2	"Os05t0172100-01,Os05t0172500-01"	2
2775	10	2	"Os10t0389200-01,Os10t0389300-02"	1
2805	9	2	"Os09t0248200-01,Os09t0248300-01"	1
2814	7	2	"Os07t0121800-01,Os07t0122100-01"	1
2816	5	2	"Os05t0524550-00,Os05t0524800-00"	4
2843	5	2	"Os05t0192500-00,Os05t0193700-00"	1
2861	7	2	"Os07t0120200-00,Os07t0120400-01"	1
2909	11	2	"Os11t0214400-01,Os11t0214900-00"	1
2920	5	2	"Os05t0141000-00,Os05t0141200-00"	1
2928	1	2	"Os01t0176050-00,Os01t0176150-00"	1
2934	6	2	"Os06t0216000-01,Os06t0216300-01"	2
2946	4	2	"Os04t0670200-02,Os04t0670500-01"	2
2952	1	2	"Os01t0943000-01,Os01t0943900-01"	5
2957	10	2	"Os10t0331500-01,Os10t0331866-00"	1
2966	11	2	"Os11t0209100-01,Os11t0209502-00"	4
2983	1	2	"Os01t0549700-01,Os01t0550000-01"	2
3005	3	2	"Os03t0355200-00,Os03t0355400-00"	1
3017	11	2	"Os11t0656201-00,Os11t0656601-01"	2
3029	9	2	"Os09t0368200-00,Os09t0368500-01"	2
3063	7	2	"Os07t0462700-01,Os07t0463500-00"	3
3065	3	2	"Os03t0661800-01,Os03t0663100-01"	2
3081	2	2	"Os02t0807900-01,Os02t0808300-01"	2
3092	3	2	"Os03t0679800-01,Os03t0680200-00"	2
3136	1	2	"Os01t0149350-00,Os01t0149500-01"	1
3142	7	2	"Os07t0523000-00,Os07t0523200-00"	2
3144	10	2	"Os10t0341750-00,Os10t0342650-00"	2
3182	3	2	"Os03t0368150-00,Os03t0368351-00"	1
3188	12	2	"Os12t0614851-00,Os12t0615100-01"	3
3197	1	2	"Os01t0369000-01,Os01t0369200-01"	1
3199	12	2	"Os12t0140200-00,Os12t0140700-01"	5
3201	3	2	"Os03t0729200-02,Os03t0729300-01"	1
3207	4	2	"Os04t0480900-01,Os04t0481200-01"	1
3212	11	2	"Os11t0444700-01,Os11t0444900-01"	1
3214	3	2	"Os03t0580800-01,Os03t0581400-00"	3
3222	11	2	"Os11t0239500-01,Os11t0240600-01"	1
3223	1	2	"Os01t0953600-01,Os01t0954000-01"	1
3231	12	2	"Os12t0634900-01,Os12t0636100-01"	4
3264	7	2	"Os07t0263400-00,Os07t0264100-01"	4
3300	10	2	"Os10t0522900-01,Os10t0523100-01"	2
3311	4	2	"Os04t0598900-01,Os04t0599000-02"	1
3315	12	2	"Os12t0623900-01,Os12t0624000-01"	3
3322	12	2	"Os12t0582000-00,Os12t0582666-00"	1
3344	3	2	"Os03t0734100-01,Os03t0734200-01"	1
3347	9	2	"Os09t0332700-01,Os09t0333600-01"	3
3370	6	2	"Os06t0214800-01,Os06t0214850-00"	1
