family_id	chr	gene1	gene2	spacers
306	8	Os08t0161500-01	Os08t0487900-01	1666
307	6	Os06t0111800-01	Os06t0336500-01	1558
309	3	Os03t0425600-00	Os03t0604200-01	355
309	3	Os03t0604200-01	Os03t0757900-01	1097
310	6	Os06t0275800-03	Os06t0633800-01	1238
310	2	Os02t0191300-01	Os02t0727100-01	2872
313	7	Os07t0119400-01	Os07t0510900-01	1518
314	3	Os03t0120300-02	Os03t0565600-01	2691
315	1	Os01t0208700-01	Os01t0758300-01	3032
316	9	Os09t0250800-00	Os09t0472100-01	1192
317	4	Os04t0179700-01	Os04t0611700-00	2575
318	2	Os02t0171100-01	Os02t0601300-01	2062
319	4	Os04t0202800-00	Os04t0475100-00	1314
321	9	Os09t0324400-01	Os09t0341500-01	69
329	5	Os05t0485300-01	Os05t0511000-02	207
329	1	Os01t0768200-01	Os01t0817100-01	368
331	10	Os10t0111900-00	Os10t0151100-00	224
333	1	Os01t0368700-01	Os01t0388700-01	90
335	12	Os12t0274700-02	Os12t0291100-01	89
337	3	Os03t0665000-00	Os03t0794200-00	1083
339	3	Os03t0690500-00	Os03t0860600-01	1556
341	1	Os01t0831900-01	Os01t0870300-02	359
342	3	Os03t0638800-01	Os03t0745700-00	841
346	2	Os02t0127800-01	Os02t0696500-01	3168
346	3	Os03t0239000-01	Os03t0854600-02	3822
347	6	Os06t0192600-01	Os06t0600100-01	1553
350	3	Os03t0358900-00	Os03t0810100-01	2375
351	9	Os09t0264400-01	Os09t0441100-01	888
352	12	Os12t0589100-01	Os12t0592400-00	14
357	3	Os03t0236200-01	Os03t0720300-01	2596
358	3	Os03t0356582-01	Os03t0705300-01	1438
363	2	Os02t0529850-00	Os02t0570600-00	269
364	7	Os07t0598000-01	Os07t0601000-01	28
365	7	Os07t0248600-00	Os07t0494800-01	599
365	10	Os10t0103140-00	Os10t0116600-00	80
365	10	Os10t0116600-00	Os10t0326200-00	514
366	1	Os01t0560000-01	Os01t0706900-01	1083
367	6	Os06t0169900-00	Os06t0226050-00	434
367	1	Os01t0348900-01	Os01t0355250-00	29
368	11	Os11t0126100-01	Os11t0129000-00	20
372	2	Os02t0617400-01	Os02t0816200-02	1660
374	1	Os01t0290000-02	Os01t0631900-00	1358
374	1	Os01t0631900-00	Os01t0663400-01	221
374	5	Os05t0137400-01	Os05t0567100-01	2759
375	3	Os03t0151900-02	Os03t0666500-03	2947
377	3	Os03t0228800-01	Os03t0773700-01	3123
378	7	Os07t0170000-00	Os07t0561500-01	1550
380	3	Os03t0156600-01	Os03t0383900-01	1956
382	3	Os03t0205700-01	Os03t0609800-02	2127
386	1	Os01t0296200-00	Os01t0549000-00	752
386	1	Os01t0549000-00	Os01t0637500-00	603
386	5	Os05t0279900-00	Os05t0578600-01	2075
387	8	Os08t0424100-00	Os08t0470200-02	301
388	3	Os03t0301700-02	Os03t0395100-01	680
389	3	Os03t0169500-01	Os03t0377700-01	1786
390	3	Os03t0413100-01	Os03t0598100-01	403
392	11	Os11t0110200-00	Os11t0195200-00	575
394	3	Os03t0300000-01	Os03t0305800-02	50
400	4	Os04t0603000-00	Os04t0658000-02	531
404	2	Os02t0722300-01	Os02t0797700-01	673
404	8	Os08t0288400-01	Os08t0496900-01	1083
407	1	Os01t0115600-01	Os01t0117700-00	30
408	1	Os01t0137400-00	Os01t0138300-02	14
413	2	Os02t0177600-01	Os02t0697400-01	2733
413	8	Os08t0245200-01	Os08t0448000-01	926
416	7	Os07t0648233-00	Os07t0651600-00	24
416	7	Os07t0651800-00	Os07t0654900-00	12
417	1	Os01t0238600-01	Os01t0754100-01	2723
417	5	Os05t0100800-01	Os05t0244600-01	1007
420	8	Os08t0408200-01	Os08t0497600-01	581
422	7	Os07t0108500-01	Os07t0500300-01	1533
423	6	Os06t0178900-01	Os06t0644200-01	1987
425	10	Os10t0445400-01	Os10t0500300-00	398
425	7	Os07t0275300-01	Os07t0661600-01	1799
428	3	Os03t0161200-01	Os03t0195800-01	334
429	5	Os05t0157200-01	Os05t0170200-02	98
429	5	Os05t0170200-02	Os05t0453700-01	1511
431	1	Os01t0102000-01	Os01t0955000-02	5704
431	3	Os03t0826600-01	Os03t0852800-00	245
432	3	Os03t0226200-01	Os03t0233900-01	67
435	3	Os03t0107300-01	Os03t0147400-01	405
435	10	Os10t0447900-01	Os10t0547500-01	744
436	5	Os05t0448300-01	Os05t0457800-02	64
437	1	Os01t0226600-02	Os01t0385400-01	968
437	1	Os01t0385400-01	Os01t0623200-01	811
439	11	Os11t0213000-01	Os11t0608700-00	1258
440	4	Os04t0104900-01	Os04t0175600-01	298
442	4	Os04t0430200-01	Os04t0689300-01	2346
445	5	Os05t0196600-00	Os05t0319200-00	505
446	6	Os06t0195275-00	Os06t0282750-00	537
446	4	Os04t0120000-00	Os04t0385350-00	909
447	1	Os01t0663300-01	Os01t0746700-00	717
450	10	Os10t0495100-02	Os10t0497432-01	22
450	10	Os10t0497432-01	Os10t0499500-01	22
450	8	Os08t0107700-01	Os08t0248400-01	903
452	1	Os01t0190400-02	Os01t0742500-01	3039
452	5	Os05t0187100-02	Os05t0522500-01	1963
453	2	Os02t0106900-01	Os02t0648100-01	3028
454	4	Os04t0594400-01	Os04t0624800-01	301
461	2	Os02t0229400-01	Os02t0832100-00	3560
465	2	Os02t0186100-01	Os02t0601500-01	1922
469	4	Os04t0502300-01	Os04t0613600-00	936
472	2	Os02t0236000-01	Os02t0797500-01	3125
474	2	Os02t0578366-00	Os02t0743900-00	1361
475	3	Os03t0727200-00	Os03t0771500-01	383
476	3	Os03t0637600-02	Os03t0795300-01	1295
477	5	Os05t0437200-01	Os05t0529000-01	725
482	3	Os03t0219300-01	Os03t0726100-01	2789
483	1	Os01t0541800-01	Os01t0700100-01	1146
483	1	Os01t0700100-01	Os01t0881300-02	1577
485	1	Os01t0681000-01	Os01t0770000-01	780
487	3	Os03t0160600-01	Os03t0793600-00	3937
493	1	Os01t0188400-01	Os01t0723400-04	2882
493	1	Os01t0723400-04	Os01t0743500-01	178
494	1	Os01t0253300-01	Os01t0343200-01	524
495	1	Os01t0206300-00	Os01t0759400-02	3064
498	4	Os04t0569100-01	Os04t0627000-02	529
499	1	Os01t0695300-01	Os01t0703400-01	59
500	6	Os06t0143400-01	Os06t0596300-01	1959
501	2	Os02t0318100-00	Os02t0700400-01	1813
504	1	Os01t0130000-01	Os01t0837800-01	4353
508	8	Os08t0260600-01	Os08t0443800-01	843
517	3	Os03t0225900-01	Os03t0767000-01	3104
520	2	Os02t0619600-01	Os02t0806700-01	1562
521	4	Os04t0110400-01	Os04t0276600-01	581
522	8	Os08t0341700-01	Os08t0497300-01	888
523	1	Os01t0533500-01	Os01t0672500-01	940
526	4	Os04t0206300-00	Os04t0208200-01	11
529	3	Os03t0235700-01	Os03t0719900-02	2595
531	6	Os06t0176600-01	Os06t0178400-01	14
536	6	Os06t0719500-00	Os06t0720900-01	13
536	6	Os06t0720900-01	Os06t0724000-01	15
539	3	Os03t0133900-01	Os03t0185000-00	478
539	3	Os03t0185000-00	Os03t0196600-01	105
542	12	Os12t0143800-01	Os12t0497300-01	1076
542	11	Os11t0146800-01	Os11t0615800-01	1736
543	3	Os03t0278000-02	Os03t0280800-01	31
545	8	Os08t0143700-01	Os08t0447300-00	1514
549	7	Os07t0414700-00	Os07t0564800-01	843
551	2	Os02t0296400-00	Os02t0301700-00	28
552	3	Os03t0267800-01	Os03t0626600-01	1654
558	3	Os03t0213100-01	Os03t0692300-00	2560
559	1	Os01t0674500-02	Os01t0759100-01	736
559	5	Os05t0514300-02	Os05t0560400-00	416
565	2	Os02t0144800-00	Os02t0146900-01	12
566	6	Os06t0226950-01	Os06t0330400-00	552
567	12	Os12t0149700-01	Os12t0480200-01	982
568	6	Os06t0661900-01	Os06t0700500-02	315
571	5	Os05t0120100-01	Os05t0162600-01	371
574	1	Os01t0588200-02	Os01t0715500-00	989
575	2	Os02t0114100-00	Os02t0331400-00	1616
578	2	Os02t0184600-00	Os02t0187000-00	20
579	1	Os01t0798800-01	Os01t0953100-01	1403
581	8	Os08t0150800-01	Os08t0191800-00	284
582	10	Os10t0380800-00	Os10t0400500-00	92
583	11	Os11t0264000-00	Os11t0641500-01	1160
584	1	Os01t0660800-01	Os01t0737600-00	659
585	3	Os03t0700700-01	Os03t0738600-01	349
590	7	Os07t0152900-01	Os07t0616500-01	2141
592	11	Os11t0258500-00	Os11t0629550-00	1109
593	3	Os03t0363950-00	Os03t0394900-01	206
599	5	Os05t0516600-01	Os05t0536900-01	180
599	1	Os01t0227300-01	Os01t0714900-01	2480
604	7	Os07t0543500-00	Os07t0650375-00	871
604	7	Os07t0650600-04	Os07t0654700-00	16
605	10	Os10t0108800-00	Os10t0122300-00	69
608	3	Os03t0643700-01	Os03t0785900-01	1148
610	1	Os01t0675000-01	Os01t0760300-01	742
616	3	Os03t0141100-01	Os03t0157450-00	133
619	3	Os03t0686300-00	Os03t0747900-00	519
623	12	Os12t0100500-01	Os12t0262700-01	959
624	3	Os03t0106400-01	Os03t0231600-01	1180
627	8	Os08t0387200-01	Os08t0389700-02	13
630	3	Os03t0187600-01	Os03t0736700-01	3172
632	9	Os09t0365900-01	Os09t0507300-01	993
634	5	Os05t0208550-00	Os05t0560900-02	2190
634	1	Os01t0209700-01	Os01t0757200-01	3009
640	3	Os03t0167200-01	Os03t0374500-00	1782
641	9	Os09t0323000-01	Os09t0526700-02	1364
642	1	Os01t0141000-01	Os01t0693400-01	3041
644	8	Os08t0158400-00	Os08t0343600-00	869
652	7	Os07t0112800-01	Os07t0597000-01	2238
653	7	Os07t0101400-01	Os07t0167200-01	451
653	7	Os07t0167200-01	Os07t0655300-01	2340
658	3	Os03t0219200-01	Os03t0351500-01	1131
660	2	Os02t0116700-01	Os02t0629400-01	2811
661	3	Os03t0648400-02	Os03t0787300-01	1126
662	7	Os07t0189800-01	Os07t0475000-01	816
665	3	Os03t0160300-00	Os03t0665700-00	2863
672	2	Os02t0604800-00	Os02t0607100-00	16
673	1	Os01t0248400-01	Os01t0654500-01	1815
674	2	Os02t0604000-00	Os02t0608801-00	37
680	2	Os02t0302700-01	Os02t0306401-00	14
681	2	Os02t0166800-01	Os02t0623400-00	2305
683	3	Os03t0223400-01	Os03t0712800-02	2644
684	8	Os08t0107800-01	Os08t0110200-01	24
684	10	Os10t0495200-02	Os10t0497300-01	18
686	3	Os03t0633800-01	Os03t0797800-01	1334
687	6	Os06t0151850-00	Os06t0199050-00	390
690	5	Os05t0305900-01	Os05t0486100-01	1157
692	1	Os01t0114402-00	Os01t0116250-00	20
692	1	Os01t0116250-00	Os01t0117450-00	15
693	6	Os06t0545800-01	Os06t0611500-01	387
694	12	Os12t0163750-00	Os12t0640950-00	1854
699	8	Os08t0155100-01	Os08t0156700-01	11
701	1	Os01t0254000-01	Os01t0338000-02	492
702	3	Os03t0109400-02	Os03t0640800-01	3185
705	5	Os05t0223000-01	Os05t0380900-01	701
705	1	Os01t0135700-01	Os01t0949500-01	5350
711	1	Os01t0191500-01	Os01t0739000-01	2999
711	1	Os01t0739000-01	Os01t0966300-01	2007
712	5	Os05t0184901-01	Os05t0593000-01	2630
713	3	Os03t0161900-02	Os03t0795900-01	3950
714	4	Os04t0636400-01	Os04t0652700-01	151
720	5	Os05t0310600-01	Os05t0440100-02	805
725	1	Os01t0201700-02	Os01t0886200-01	4193
727	11	Os11t0206600-02	Os11t0246100-01	242
728	5	Os05t0304400-01	Os05t0418000-01	676
730	1	Os01t0723000-01	Os01t0742200-01	170
731	5	Os05t0113300-01	Os05t0276100-01	981
741	6	Os06t0315300-00	Os06t0329900-01	75
744	10	Os10t0469600-01	Os10t0527900-01	470
746	5	Os05t0393800-01	Os05t0594700-01	1635
747	1	Os01t0655800-01	Os01t0681200-02	206
749	3	Os03t0273800-01	Os03t0834050-01	3317
752	11	Os11t0450400-01	Os11t0503900-01	181
753	3	Os03t0736500-01	Os03t0787000-01	429
754	11	Os11t0183150-00	Os11t0435300-00	709
756	4	Os04t0272700-04	Os04t0506000-01	1390
758	6	Os06t0149400-01	Os06t0611700-00	2024
762	3	Os03t0329500-01	Os03t0736300-01	1912
773	1	Os01t0356500-01	Os01t0931400-02	3590
774	11	Os11t0691280-00	Os11t0694100-01	13
777	3	Os03t0154750-00	Os03t0379650-00	1949
780	8	Os08t0175000-00	Os08t0442200-01	1274
783	7	Os07t0452100-00	Os07t0679300-01	1679
791	6	Os06t0294200-01	Os06t0296100-00	12
793	11	Os11t0148500-02	Os11t0216000-01	446
794	1	Os01t0612900-01	Os01t0649400-00	254
797	2	Os02t0162500-01	Os02t0534800-01	1647
801	1	Os01t0775400-01	Os01t0940000-01	1455
803	4	Os04t0458200-01	Os04t0640900-01	1607
823	6	Os06t0487700-00	Os06t0681900-00	1133
824	1	Os01t0597800-01	Os01t0638000-01	298
834	1	Os01t0195000-01	Os01t0242200-01	393
834	1	Os01t0242200-01	Os01t0935000-01	4295
840	3	Os03t0298300-02	Os03t0817100-00	2904
845	7	Os07t0208600-01	Os07t0569100-01	1348
859	1	Os01t0197200-01	Os01t0911100-01	4440
865	3	Os03t0230500-01	Os03t0726200-01	2699
881	2	Os02t0534700-00	Os02t0537000-01	15
883	8	Os08t0376500-00	Os08t0477500-01	587
906	11	Os11t0479100-00	Os11t0704100-00	1057
907	10	Os10t0481300-01	Os10t0525400-01	369
912	6	Os06t0542200-01	Os06t0708832-00	1169
920	1	Os01t0168500-01	Os01t0934000-02	4912
921	4	Os04t0452000-01	Os04t0609600-01	1343
926	5	Os05t0555800-00	Os05t0556900-01	11
929	1	Os01t0390300-01	Os01t0932000-00	3420
932	3	Os03t0633500-01	Os03t0742900-01	839
941	10	Os10t0111325-00	Os10t0370750-00	723
946	4	Os04t0596500-02	Os04t0677800-02	805
947	12	Os12t0102350-01	Os12t0127600-00	210
953	5	Os05t0217800-01	Os05t0221900-00	18
955	5	Os05t0524500-01	Os05t0525600-00	12
968	6	Os06t0690200-01	Os06t0693000-01	21
971	3	Os03t0409400-00	Os03t0577200-01	311
972	4	Os04t0287400-01	Os04t0605100-01	2154
973	3	Os03t0258500-01	Os03t0644000-01	1828
976	4	Os04t0531100-01	Os04t0682100-01	1367
978	3	Os03t0207300-01	Os03t0763000-01	3240
1000	6	Os06t0650100-01	Os06t0673500-01	177
1002	2	Os02t0175100-01	Os02t0266800-01	705
1004	9	Os09t0322500-01	Os09t0330700-00	52
1004	9	Os09t0330700-00	Os09t0343200-01	37
1007	3	Os03t0210100-00	Os03t0429000-01	1722
1013	3	Os03t0205800-00	Os03t0764000-00	3255
1014	2	Os02t0610600-01	Os02t0789400-02	1475
1020	1	Os01t0177100-02	Os01t0607400-01	2052
1023	10	Os10t0144700-00	Os10t0171500-02	154
1023	10	Os10t0171500-02	Os10t0351200-00	300
1029	11	Os11t0619800-01	Os11t0622600-00	19
1029	11	Os11t0622600-00	Os11t0631100-00	27
1044	1	Os01t0147900-01	Os01t0841600-01	4234
1046	6	Os06t0179700-01	Os06t0597200-01	1658
1048	7	Os07t0130500-02	Os07t0262700-00	792
1066	2	Os02t0579600-00	Os02t0731200-01	1233
1071	10	Os10t0154500-00	Os10t0157400-01	20
1074	5	Os05t0239151-00	Os05t0583075-00	2258
1077	3	Os03t0435900-01	Os03t0824000-01	2032
1078	3	Os03t0132800-01	Os03t0825300-03	4510
1082	4	Os04t0538400-01	Os04t0686800-01	1371
1083	9	Os09t0325220-00	Os09t0506700-00	1165
1090	7	Os07t0167000-01	Os07t0222300-01	364
1090	7	Os07t0222300-01	Os07t0503700-00	797
1091	4	Os04t0317300-00	Os04t0329500-01	35
1099	1	Os01t0139000-00	Os01t0691400-00	3036
1100	2	Os02t0177800-02	Os02t0562300-01	1693
1103	10	Os10t0162844-00	Os10t0326100-00	244
1110	11	Os11t0684700-01	Os11t0686500-01	12
1111	3	Os03t0203200-01	Os03t0437600-02	1818
1116	1	Os01t0293000-01	Os01t0323600-01	158
1125	5	Os05t0115900-01	Os05t0415700-01	1725
1126	3	Os03t0783700-00	Os03t0811300-01	299
1129	3	Os03t0158000-01	Os03t0831550-00	4350
1132	6	Os06t0167200-01	Os06t0233200-01	510
1135	1	Os01t0869200-01	Os01t0908500-01	370
1137	4	Os04t0632400-02	Os04t0633850-00	13
1142	3	Os03t0314500-01	Os03t0403400-01	630
1148	6	Os06t0167600-01	Os06t0176000-01	48
1148	6	Os06t0176000-01	Os06t0177100-01	14
1149	2	Os02t0238150-00	Os02t0521432-00	903
1152	11	Os11t0623800-00	Os11t0673900-00	228
1157	5	Os05t0128900-00	Os05t0153500-00	220
1158	7	Os07t0271550-00	Os07t0501133-00	555
1159	6	Os06t0105800-02	Os06t0669700-01	2847
1163	7	Os07t0204400-00	Os07t0572400-01	1418
1165	10	Os10t0330600-01	Os10t0340600-01	32
1170	3	Os03t0171900-01	Os03t0338000-01	1467
1178	1	Os01t0276000-01	Os01t0812800-01	2927
1182	4	Os04t0316200-01	Os04t0322100-01	20
1182	4	Os04t0322100-01	Os04t0659300-01	2558
1184	1	Os01t0226400-01	Os01t0623500-01	1786
1187	1	Os01t0892600-02	Os01t0974500-01	747
1192	5	Os05t0133401-01	Os05t0159200-01	233
1196	1	Os01t0249300-01	Os01t0664500-01	1876
1203	1	Os01t0353501-00	Os01t0369800-00	110
1208	2	Os02t0218400-01	Os02t0787200-01	3156
1214	6	Os06t0229066-00	Os06t0669400-02	1800
1214	6	Os06t0669400-02	Os06t0725900-01	510
1218	2	Os02t0255200-01	Os02t0478600-01	597
1222	1	Os01t0626300-01	Os01t0732000-01	856
1231	1	Os01t0248500-01	Os01t0731100-01	2463
1243	1	Os01t0222500-01	Os01t0659200-01	2070
1244	7	Os07t0105800-00	Os07t0109100-00	30
1246	12	Os12t0169300-00	Os12t0228500-01	288
1246	12	Os12t0228500-01	Os12t0543800-00	846
1256	2	Os02t0573200-01	Os02t0625000-01	437
1257	9	Os09t0350900-01	Os09t0356000-00	13
1258	3	Os03t0318500-01	Os03t0412800-01	660
1259	6	Os06t0112800-01	Os06t0728800-01	3328
1267	5	Os05t0463800-02	Os05t0573500-01	930
1270	1	Os01t0531200-01	Os01t0738500-01	1537
1275	10	Os10t0112500-00	Os10t0370700-01	715
1278	5	Os05t0136900-01	Os05t0278500-01	787
1293	3	Os03t0109600-01	Os03t0851000-02	4990
1295	6	Os06t0308300-03	Os06t0611000-01	954
1296	3	Os03t0126900-01	Os03t0315200-00	1730
1297	3	Os03t0227400-01	Os03t0669300-02	2275
1297	3	Os03t0669300-02	Os03t0722500-01	409
1303	12	Os12t0261300-01	Os12t0549800-00	742
1307	5	Os05t0128700-00	Os05t0153901-00	222
1308	3	Os03t0299200-01	Os03t0810800-01	2845
1310	6	Os06t0270925-00	Os06t0592200-00	1012
1317	1	Os01t0557200-00	Os01t0787600-01	1824
1322	1	Os01t0603000-01	Os01t0721900-01	956
1323	2	Os02t0588300-01	Os02t0719100-01	1050
1343	6	Os06t0110400-00	Os06t0645100-00	2611
1343	6	Os06t0645100-00	Os06t0691900-00	352
1347	1	Os01t0183000-01	Os01t0717000-01	2864
1348	6	Os06t0536333-00	Os06t0696900-00	1047
1352	1	Os01t0534700-00	Os01t0695700-00	1144
1355	10	Os10t0136100-02	Os10t0358200-00	518
1364	1	Os01t0604700-01	Os01t0641700-01	269
1369	6	Os06t0328800-01	Os06t0624700-01	938
1376	5	Os05t0232500-01	Os05t0557600-01	2038
1380	2	Os02t0689900-01	Os02t0716800-01	232
1384	5	Os05t0287800-01	Os05t0452900-02	983
1389	4	Os04t0623300-01	Os04t0671200-01	458
1394	1	Os01t0121800-01	Os01t0772500-01	3894
1397	6	Os06t0187500-00	Os06t0590700-01	1549
1400	5	Os05t0136100-00	Os05t0277200-01	787
1401	1	Os01t0175000-02	Os01t0612500-01	2116
1408	9	Os09t0479100-01	Os09t0517800-01	345
1415	1	Os01t0217000-01	Os01t0652100-01	2057
1417	2	Os02t0133200-01	Os02t0440900-00	1446
1422	3	Os03t0261100-01	Os03t0708000-01	2279
1427	4	Os04t0529800-01	Os04t0679000-00	1350
1433	8	Os08t0202400-01	Os08t0205100-01	20
1436	1	Os01t0504100-01	Os01t0680200-01	1164
1450	12	Os12t0274750-00	Os12t0291066-00	87
1452	1	Os01t0242300-01	Os01t0753150-00	2693
1459	7	Os07t0614500-01	Os07t0662500-01	394
1469	1	Os01t0801600-01	Os01t0939600-01	1262
1470	12	Os12t0516300-01	Os12t0552900-01	158
1477	7	Os07t0650200-00	Os07t0653900-01	15
1483	10	Os10t0495075-00	Os10t0497200-00	21
1485	2	Os02t0621300-01	Os02t0814200-01	1611
1486	12	Os12t0111900-00	Os12t0416500-01	1078
1490	1	Os01t0281200-01	Os01t0805600-01	2823
1493	1	Os01t0142500-01	Os01t0853700-01	4382
1496	4	Os04t0464100-01	Os04t0469000-01	37
1497	5	Os05t0147500-01	Os05t0417100-01	1465
1498	12	Os12t0427450-00	Os12t0432000-00	16
1514	1	Os01t0136850-00	Os01t0689975-00	3048
1524	4	Os04t0674400-01	Os04t0682050-01	81
1530	3	Os03t0683200-00	Os03t0687400-00	37
1551	4	Os04t0139100-00	Os04t0150300-01	16
1561	11	Os11t0242900-00	Os11t0625400-00	1173
1601	3	Os03t0142900-01	Os03t0721300-01	3461
1619	1	Os01t0102400-01	Os01t0580400-01	2537
1625	4	Os04t0314201-00	Os04t0324000-01	27
1628	10	Os10t0548850-00	Os10t0552400-01	31
1635	3	Os03t0158500-01	Os03t0748000-01	3560
1648	4	Os04t0175450-00	Os04t0194433-01	80
1660	5	Os05t0368400-00	Os05t0553300-01	1412
1666	2	Os02t0824800-00	Os02t0826016-00	13
1684	3	Os03t0607200-01	Os03t0760800-01	1117
1691	5	Os05t0532300-00	Os05t0535200-01	23
1703	6	Os06t0176150-00	Os06t0177250-00	14
1737	6	Os06t0537300-00	Os06t0540050-00	16
1741	1	Os01t0108500-00	Os01t0567200-01	2400
1747	3	Os03t0287500-00	Os03t0826100-00	3101
1749	1	Os01t0149750-00	Os01t0152850-00	33
1760	6	Os06t0176801-00	Os06t0178601-00	14
1768	1	Os01t0175500-01	Os01t0189800-01	132
1777	1	Os01t0566500-01	Os01t0746400-00	1401
1780	9	Os09t0540150-01	Os09t0569780-01	266
1796	6	Os06t0721600-00	Os06t0723400-00	11
1799	11	Os11t0545000-03	Os11t0580500-00	184
1815	1	Os01t0104500-01	Os01t0393100-01	2055
1819	1	Os01t0593700-01	Os01t0719300-01	988
1824	1	Os01t0151100-01	Os01t0840200-01	4193
1838	1	Os01t0311500-01	Os01t0347000-01	161
1852	4	Os04t0630551-00	Os04t0690932-01	588
1853	5	Os05t0567800-02	Os05t0579000-01	96
1857	9	Os09t0378300-01	Os09t0503400-01	896
1870	6	Os06t0300300-01	Os06t0608600-01	965
1875	1	Os01t0560200-01	Os01t0707300-01	1083
1876	6	Os06t0497350-00	Os06t0641200-00	758
1883	5	Os05t0452600-01	Os05t0513500-01	484
1897	2	Os02t0535000-01	Os02t0651300-01	880
1947	1	Os01t0590900-01	Os01t0837900-01	2004
1957	7	Os07t0158900-01	Os07t0163200-00	35
1986	3	Os03t0209700-00	Os03t0257000-01	410
1987	1	Os01t0230800-01	Os01t0563700-01	1318
1991	4	Os04t0250050-00	Os04t0309500-01	184
2022	1	Os01t0104900-01	Os01t0382200-01	1998
2041	2	Os02t0581300-01	Os02t0728300-00	1179
2043	1	Os01t0852800-01	Os01t0869750-01	152
2046	2	Os02t0697600-01	Os02t0706500-01	87
2067	1	Os01t0660700-01	Os01t0673300-01	92
2073	1	Os01t0243000-01	Os01t0751600-01	2672
2086	1	Os01t0178200-00	Os01t0507300-01	1448
2092	9	Os09t0263933-00	Os09t0441625-00	896
2098	1	Os01t0531000-01	Os01t0541600-01	50
2103	8	Os08t0322600-01	Os08t0388900-00	301
2111	7	Os07t0132500-01	Os07t0262800-01	781
2127	7	Os07t0439750-00	Os07t0577801-00	889
2170	10	Os10t0407450-00	Os10t0426450-00	114
2183	7	Os07t0127900-00	Os07t0243800-00	717
2203	3	Os03t0345200-01	Os03t0667800-00	1243
2227	2	Os02t0297132-00	Os02t0537400-01	688
2246	11	Os11t0274100-00	Os11t0608300-01	957
2252	7	Os07t0251301-00	Os07t0470300-00	448
2254	8	Os08t0278966-00	Os08t0444100-01	776
2258	1	Os01t0281000-01	Os01t0806200-01	2834
2286	11	Os11t0255800-00	Os11t0262200-00	22
2288	6	Os06t0176300-00	Os06t0177600-00	14
2322	4	Os04t0313600-00	Os04t0324550-01	33
2327	11	Os11t0208500-00	Os11t0209300-00	11
2330	10	Os10t0497366-00	Os10t0501700-00	41
2342	3	Os03t0214400-01	Os03t0268300-01	467
2385	6	Os06t0509900-00	Os06t0517700-01	13
2388	11	Os11t0208400-01	Os11t0209200-01	11
2397	1	Os01t0627550-00	Os01t0728325-00	807
2408	8	Os08t0363900-00	Os08t0369600-01	27
2415	1	Os01t0697100-01	Os01t0735300-01	329
2417	6	Os06t0176100-00	Os06t0177200-00	14
2434	4	Os04t0380500-01	Os04t0388000-00	41
2440	12	Os12t0169200-00	Os12t0228450-00	288
2454	1	Os01t0850050-00	Os01t0929800-00	744
2463	1	Os01t0866300-02	Os01t0964000-01	923
2483	3	Os03t0211100-01	Os03t0427100-01	1703
2487	12	Os12t0163300-01	Os12t0626100-01	1751
2511	4	Os04t0286300-01	Os04t0307500-01	74
2521	12	Os12t0129700-01	Os12t0131400-01	13
2538	4	Os04t0250200-01	Os04t0309400-01	182
2554	11	Os11t0206150-00	Os11t0246133-00	249
2556	1	Os01t0201250-00	Os01t0747800-01	2988
2562	1	Os01t0174900-01	Os01t0530400-01	1603
2575	11	Os11t0485000-00	Os11t0504000-00	55
2580	11	Os11t0226800-00	Os11t0228600-01	14
2596	2	Os02t0198300-02	Os02t0722500-01	2756
2602	6	Os06t0176200-01	Os06t0177300-01	14
2625	6	Os06t0188875-00	Os06t0190850-00	12
2654	8	Os08t0361000-01	Os08t0451500-01	504
2690	8	Os08t0169300-00	Os08t0454500-00	1382
2693	1	Os01t0330200-00	Os01t0347600-01	69
2704	1	Os01t0728700-01	Os01t0749000-01	180
2712	3	Os03t0337800-01	Os03t0579300-00	805
2720	9	Os09t0237600-01	Os09t0372800-01	591
2723	11	Os11t0160700-01	Os11t0482500-01	1003
2730	3	Os03t0195100-01	Os03t0299900-01	951
2731	12	Os12t0428200-00	Os12t0446700-01	63
2744	5	Os05t0516850-00	Os05t0564450-00	433
2757	4	Os04t0200400-00	Os04t0330200-01	408
2759	9	Os09t0132600-01	Os09t0509000-01	1591
2790	3	Os03t0262000-01	Os03t0356596-01	822
2801	3	Os03t0174500-01	Os03t0699300-01	2957
2804	2	Os02t0599500-00	Os02t0609400-01	86
2823	12	Os12t0516800-00	Os12t0554100-01	158
2828	9	Os09t0264011-00	Os09t0303750-00	163
2829	7	Os07t0108200-00	Os07t0502200-01	1551
2831	6	Os06t0176125-00	Os06t0177225-00	14
2868	5	Os05t0157100-01	Os05t0224700-00	413
2896	7	Os07t0510600-01	Os07t0564150-00	387
2919	1	Os01t0732100-00	Os01t0750800-02	162
2923	1	Os01t0119500-01	Os01t0182100-01	534
2931	1	Os01t0710300-00	Os01t0924700-01	1872
2969	7	Os07t0110800-01	Os07t0113200-01	22
2972	3	Os03t0337700-01	Os03t0714400-01	1660
2999	11	Os11t0690466-00	Os11t0693750-00	14
3013	12	Os12t0217300-01	Os12t0220866-00	12
3028	1	Os01t0247900-01	Os01t0699900-01	2187
3032	12	Os12t0198800-00	Os12t0247900-00	211
3037	3	Os03t0270900-00	Os03t0338800-01	584
3055	4	Os04t0430600-01	Os04t0689500-01	2345
3058	4	Os04t0175500-00	Os04t0194466-00	80
